Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Anul Fact Kilos;Dev Irrecup Kilos;Dev Reparto Kilos
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2020;Julio;16583;4163;10;17;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2020;Agosto;38454;5203;24;17;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2020;Septiembre;11055;2081;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2020;Octubre;35155;28654;21;38;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2020;Noviembre;52733;10420;31;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2020;Diciembre;76169;47830;45;62;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Enero;35155;2605;21;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Febrero;17578;20839;10;28;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Marzo;64451;15629;38;21;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Abril;44706;18234;24;24;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Mayo;12773;23444;7;31;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Junio;51092;23444;28;31;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Julio;146762;41678;76;55;0;0;14
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Agosto;48313;2605;24;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Septiembre;0;10420;0;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Octubre;60835;27489;28;21;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Noviembre;157938;87048;69;66;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2021;Diciembre;47381;36652;21;28;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2022;Enero;99738;50396;41;38;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2022;Febrero;34430;18326;14;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2022;Marzo;25823;33825;10;48;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2022;Abril;131438;27081;52;24;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2022;Mayo;83666;132719;31;93;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2022;Junio;420325;148113;148;79;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Mayoristas;2022;Julio;40907;28794;14;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Enero;10547;0;21;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Febrero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Marzo;37970;11755;69;69;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Abril;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Mayo;0;1176;0;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Junio;17087;5878;31;28;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Julio;1899;0;3;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Agosto;0;5878;0;35;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Septiembre;30471;2939;52;17;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Octubre;0;7780;0;28;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Noviembre;22142;3890;35;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2017;Diciembre;4428;0;7;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Enero;2414;973;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Febrero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Marzo;7241;2918;10;10;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Abril;0;973;0;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Mayo;2414;1041;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Junio;2631;0;3;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Julio;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Agosto;6751;2081;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Septiembre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Octubre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2018;Diciembre;16878;10406;17;35;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Enero;20253;1041;21;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Febrero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Marzo;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Abril;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Mayo;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Junio;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Julio;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Octubre;22058;5203;17;17;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2019;Diciembre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Enero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Febrero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Marzo;15868;3122;10;10;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Abril;5289;1041;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Mayo;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Junio;0;6244;0;21;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Julio;31737;6244;21;21;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Agosto;33165;-6244;21;-21;0;0;21
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Septiembre;33165;6244;21;35;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Octubre;22110;0;14;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Noviembre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2020;Diciembre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Enero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Febrero;23437;10420;14;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Marzo;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Abril;31933;13025;17;17;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Mayo;6387;2605;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Junio;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Julio;34168;13025;17;17;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Agosto;0;2605;0;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Septiembre;14624;0;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Octubre;14624;0;7;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Noviembre;31588;41233;14;31;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2021;Diciembre;39485;0;17;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2022;Enero;0;18326;0;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2022;Febrero;77468;54978;31;90;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2022;Marzo;94684;84563;38;52;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2022;Abril;215190;21075;86;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2022;Mayo;84440;39094;31;24;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2022;Junio;18765;50390;7;28;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Distribuidores Golosineros;2022;Julio;10227;0;3;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Enero;0;6253;28;29;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Febrero;1899;7083;25;16;0;0;2
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Marzo;0;5208;21;23;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Abril;1899;8873;31;29;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Mayo;3797;2213;7;9;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Junio;0;0;2;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Julio;0;588;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Agosto;2031;588;4;4;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Septiembre;0;1977;1;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Octubre;0;162;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Noviembre;2214;973;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2017;Diciembre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2018;Enero;0;13254;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2018;Febrero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2018;Abril;0;973;0;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2018;Mayo;2414;0;3;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2018;Agosto;2690;4051;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2018;Octubre;0;681;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Febrero;0;10248;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Marzo;0;2747;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Abril;0;685;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Mayo;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Junio;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Julio;0;0;0;4;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Agosto;5919;6975;6;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2019;Septiembre;0;15403;4;4;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2021;Junio;12773;7512;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2021;Julio;0;2605;0;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2021;Agosto;6834;0;3;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2021;Septiembre;0;2605;0;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2021;Octubre;7312;0;3;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2021;Noviembre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2021;Diciembre;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2022;Enero;0;0;0;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2022;Marzo;0;11275;0;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;No Tradicionales / Especiales;2022;Abril;17215;0;7;0;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2017;Junio;1774;588;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2017;Octubre;3981;1176;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2017;Noviembre;1990;973;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2019;Febrero;6069;2081;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2019;Julio;1113;347;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2019;Agosto;1261;347;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2019;Diciembre;11538;0;8;0;0;0;8
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2020;Septiembre;33174;6244;21;21;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Fleteros;2021;Diciembre;1316;764;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Enero;1547;2057;5;12;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Febrero;387;2351;1;14;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Marzo;193;8580;1;47;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Abril;580;1519;2;9;0;0;1
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Mayo;0;4582;0;16;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Junio;1354;6171;4;36;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Julio;1189;4849;3;27;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Agosto;199;3233;1;19;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Septiembre;398;17747;1;53;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Octubre;797;1594;2;8;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Noviembre;797;10212;2;36;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2017;Diciembre;1593;13129;5;47;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Enero;598;4701;2;17;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Febrero;398;648;1;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Marzo;2390;973;7;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Abril;1992;1459;6;5;0;0;1
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Mayo;1650;1007;5;3;0;0;1
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Junio;2559;2081;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Julio;2877;2255;7;8;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Agosto;2395;1214;6;4;0;0;1
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Septiembre;958;694;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Octubre;1437;1041;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Noviembre;2519;1561;5;5;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2018;Diciembre;855;520;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Enero;1709;1041;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Febrero;1709;1041;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Marzo;4558;1908;9;6;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Abril;3190;1561;5;5;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Mayo;1772;867;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Junio;1063;520;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Julio;1418;715;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Agosto;1865;867;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Septiembre;4008;1041;6;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Octubre;2405;1041;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Noviembre;2004;694;3;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2019;Diciembre;2541;867;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Enero;2541;520;3;2;0;0;1
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Febrero;508;173;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Marzo;2033;173;2;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Abril;1017;347;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Junio;1017;347;1;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Julio;2093;173;2;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Agosto;1131;347;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Septiembre;2827;867;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Octubre;565;173;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Noviembre;4238;3039;4;4;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2020;Diciembre;3632;2171;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Enero;3027;2171;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Febrero;5483;3907;5;5;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Marzo;3737;2605;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Abril;623;434;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Mayo;2492;1737;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Junio;2492;1737;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Julio;9538;5593;7;7;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Agosto;5694;2171;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Septiembre;5694;2605;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Octubre;2278;764;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Noviembre;7972;5345;4;4;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2021;Diciembre;5694;3818;3;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2022;Enero;2278;-13744;1;1;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2022;Febrero;3483;2291;2;2;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2022;Marzo;4688;5286;2;3;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2022;Abril;11719;7517;6;5;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2022;Mayo;25537;18239;12;12;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2022;Junio;26930;22842;12;13;0;0;0
PRODUCTOS ESPECIALES;Productos especiales;Contaduria;2022;Julio;5570;2400;2;1;0;0;1
BOTELLAS TERMICAS;Equipo de mate;Canal Inexistente;2020;Noviembre;0;0;0;0;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Enero;121366;48882;528;477;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Febrero;104973;59530;457;577;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Marzo;152235;63297;608;525;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Abril;110596;49832;430;452;0;0;90
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Mayo;173742;71290;675;644;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Junio;109312;48818;425;432;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Julio;141816;86949;519;770;17;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Agosto;186133;35811;676;302;0;1;3
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Septiembre;70994;54300;258;443;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Octubre;137175;49451;471;325;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Noviembre;91106;57678;309;463;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2017;Diciembre;151936;30291;476;238;0;1;1
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Enero;105755;80528;328;631;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Febrero;182897;33132;570;197;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Marzo;84709;75205;263;569;13;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Abril;154166;64779;480;476;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Mayo;168786;19737;485;141;0;0;1
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Junio;62633;74871;166;462;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Julio;178193;83823;433;242;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Agosto;160402;90977;358;430;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Septiembre;146340;26183;326;168;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Octubre;96306;93627;214;503;0;0;0
BOTELLAS TERMICAS;Equipo de mate;Cadenas de Supermercados;2018;Noviembre;192544;15082;427;81;0;0;0
